title,viewCount,likeCount,commentCount,dislikeCount,human_labeled,title_char_len,title_word_len,title_clean,feat_char_len,feat_word_count,feat_exclaim,feat_question,feat_has_number,feat_caps_ratio,label
হায় হায়! লকডাউন না মেনে সাভারে আরো এক আর্মিকে মেরে পালালো গাড়ি চালক। উত্তপ্ত সারাদেশ। BD Lockdown,527939,6216,152.0,453.0,Clickbait,97,17,হায় হায় লকডাউন মেনে সাভারে আরো এক আর্মিকে মেরে পালালো গাড়ি চালক উত্তপ্ত সারাদেশ,97,17,1,0,0,0.030927835051546393,1
লকডাউনে পুলিশ সেনাবাহিনী কাউকে মানছে জনতা। বাইক প্রাইভেট কার রাজত্ব চালাচ্ছে! ক্ষেপেছে সেনাবাহিনীও,98312,1697,59.0,82.0,Clickbait,98,13,লকডাউনে পুলিশ সেনাবাহিনী কাউকে মানছে জনতা বাইক প্রাইভেট কার রাজত্ব চালাচ্ছে ক্ষেপেছে সেনাবাহিনীও,98,13,1,0,0,0.0,1
ক্ষেপেছে জনতা! মানছেনা সোনাবাহিনীকেও! কঠোর লকডাউনেই চলছে দূরপাল্লার বাস। কাজ হচ্ছেনা কোন বাঁধা-ই,65881,1100,55.0,52.0,Clickbait,96,13,ক্ষেপেছে জনতা মানছেনা সোনাবাহিনীকেও কঠোর লকডাউনেই চলছে দূরপাল্লার বাস কাজ হচ্ছেনা কোন বাঁধা,96,13,2,0,0,0.0,1
গরম খবর! লকডাউন না মেনে সেনা সার্জেন্টকে মেরে ফেললো চালক। গাড়ি চাপা দিয়ে পালিয়েছে চালক। BD Lockdown,422562,6203,228.0,436.0,Clickbait,99,17,গরম খবর লকডাউন মেনে সেনা সার্জেন্টকে মেরে ফেললো চালক গাড়ি চাপা দিয়ে পালিয়েছে চালক,99,17,1,0,0,0.030303030303030304,1
সর্বনাশ পুলিশের খেলা শুরু! যাকে রাস্তায় পাচ্ছে তাকেই ধরে নিয়ে যাচ্ছে! একদিনেই গ্রেফতার হাজারো লোক,109198,1171,38.0,77.0,Clickbait,97,15,সর্বনাশ পুলিশের খেলা শুরু যাকে রাস্তায় পাচ্ছে তাকেই ধরে নিয়ে যাচ্ছে একদিনেই গ্রেফতার হাজারো লোক,97,15,2,0,0,0.0,1
সাবধান! সেনাবাহিনীর অ্যাকশন শুরু! বাইরে বের হলেই দিচ্ছে ভয়ঙ্কর শাস্তি! আটক করা হচ্ছে প্রাইভেট গাড়িও,38930,803,43.0,41.0,Clickbait,99,15,সাবধান সেনাবাহিনীর অ্যাকশন শুরু বাইরে বের হলেই দিচ্ছে ভয়ঙ্কর শাস্তি আটক করা হচ্ছে প্রাইভেট গাড়িও,99,15,3,0,0,0.0,1
খেলা শুরু! কঠোর লকডাউনেও রাজপথ দখল করেছে দিনমজুররা। কাজ না পেয়ে খাবার চাচ্ছে সেনাবাহিনীর কাছেই,842705,11729,245.0,1072.0,Clickbait,94,15,খেলা শুরু কঠোর লকডাউনেও রাজপথ দখল করেছে দিনমজুররা কাজ পেয়ে খাবার চাচ্ছে সেনাবাহিনীর কাছেই,94,15,1,0,0,0.0,1
লকডাউন মানছে না রিকশা চালকরা! একদিনেই শত শত রিকশা জব্দ করলো পুলিশ! বিক্ষোভ চলছে চালকদের। BD Lockdown,76240,1638,70.0,92.0,Clickbait,100,17,লকডাউন মানছে রিকশা চালকরা একদিনেই শত শত রিকশা জব্দ করলো পুলিশ বিক্ষোভ চলছে চালকদের,100,17,2,0,0,0.03,1
শেষ আর রক্ষা হলোনা! সারাদেশে নেমে গেছে সেনাবাহিনী! ঘর থেকে বের হলেই জেল-জরিমানা ও কঠিন শাস্তি,104173,1859,98.0,160.0,Clickbait,93,16,রক্ষা হলোনা সারাদেশে নেমে গেছে সেনাবাহিনী ঘর বের হলেই জেল জরিমানা কঠিন শাস্তি,93,16,2,0,0,0.0,1
বিয়ের জন্য শিক্ষকের বাড়িতে বিষের বোতল হাতে ছাত্রীর অনশন। ছাত্রীকে এক রাতে ১০ বার ভোগ করল শিক্ষক,64339,1388,31.0,81.0,Clickbait,95,17,বিয়ের শিক্ষকের বাড়িতে বিষের বোতল হাতে ছাত্রীর অনশন ছাত্রীকে এক রাতে ১০ বার ভোগ করল শিক্ষক,95,17,0,0,1,0.0,1
প্রতিবাদ শুরু! ঘুষ চাওয়ায় পুলিশকে রিকশা থেকে ধাক্কা মেরে ফেলে দিলো চালক! আহত পুলিশ ভর্তি হাসপাতালে,31496,834,61.0,35.0,Clickbait,98,16,প্রতিবাদ শুরু ঘুষ চাওয়ায় পুলিশকে রিকশা ধাক্কা মেরে ফেলে দিলো চালক আহত পুলিশ ভর্তি হাসপাতালে,98,16,2,0,0,0.0,1
খেলা শুরু! গর্জে ওঠেছে মোটরসাইকেল চালকরা! গাড়ি ছেড়ে না দিলে রাস্তায় ভয়ঙ্কর বিক্ষোভ আন্দোলনের ঘোষণা,899997,12697,331.0,1011.0,Clickbait,98,15,খেলা শুরু গর্জে ওঠেছে মোটরসাইকেল চালকরা গাড়ি ছেড়ে দিলে রাস্তায় ভয়ঙ্কর বিক্ষোভ আন্দোলনের ঘোষণা,98,15,2,0,0,0.0,1
বউ বাড়িতে না থাকায় নিজ মেয়েকে রাতে দিনে ১৪ বার ধ*র্ষণ করলো বাবা! কুমিল্লার এই ঘটনায় তোলপাড় সারাদেশ,278338,4388,158.0,344.0,Clickbait,98,18,বউ বাড়িতে থাকায় নিজ মেয়েকে রাতে দিনে ১৪ বার র্ষণ করলো বাবা কুমিল্লার ঘটনায় তোলপাড় সারাদেশ,98,18,1,0,1,0.0,1
মানিনা লকডাউন! রাস্তায় রাজত্ব চলছে রিকশা চালকদের! সব গাড়ি যখন বন্ধ তখন সারাদেশ দাপিয়ে বেড়াচ্ছে রিকশা,233883,3279,101.0,252.0,Clickbait,100,16,মানিনা লকডাউন রাস্তায় রাজত্ব চলছে রিকশা চালকদের গাড়ি যখন বন্ধ সারাদেশ দাপিয়ে বেড়াচ্ছে রিকশা,100,16,2,0,0,0.0,1
জীবন দেব তবুও লকডাউন মানবো না! স্লোগানে উত্তপ্ত সারাদেশ! বিক্ষোভ করছে শ্রমিকরা! দিশেহারা পুলিশ,594698,7748,243.0,704.0,Clickbait,94,14,জীবন দেব তবুও লকডাউন মানবো স্লোগানে উত্তপ্ত সারাদেশ বিক্ষোভ করছে শ্রমিকরা দিশেহারা পুলিশ,94,14,3,0,0,0.0,1
বাসর ঘরেই লাত্তি! বুড়োকে বাসর করতে দিলোনা সেই নাবালিকা স্ত্রী! তালাক দিয়ে ছুটে গেল প্রেমিকের কাছে,135802,2232,74.0,135.0,Clickbait,97,16,বাসর ঘরেই লাত্তি বুড়োকে বাসর করতে দিলোনা নাবালিকা স্ত্রী তালাক দিয়ে ছুটে গেল প্রেমিকের কাছে,97,16,2,0,0,0.0,1
গরম খবর! গর্জে ওঠেছে সারাদেশের রিকশাচালকেরা! সরকারকে কঠিন হুমকি চালকদের! কাঁপাচ্ছে সারাদেশ। লকডাউন,1639893,24556,525.0,1602.0,Clickbait,98,13,গরম খবর গর্জে ওঠেছে সারাদেশের রিকশাচালকেরা সরকারকে কঠিন হুমকি চালকদের কাঁপাচ্ছে সারাদেশ লকডাউন,98,13,3,0,0,0.0,1
ব্রেকিং! রিকশা চালুর দাবিতে স্বরাষ্ট্র মন্ত্রণালয় ঘেরাও করেছে চালকেরা! ও শুরু হয়ে গেল কঠোর লকডাউন,241184,3535,105.0,292.0,Clickbait,98,15,ব্রেকিং রিকশা চালুর দাবিতে স্বরাষ্ট্র মন্ত্রণালয় ঘেরাও করেছে চালকেরা শুরু হয়ে গেল কঠোর লকডাউন,98,15,2,0,0,0.0,1
পটুয়াখালীতে ১৪ বছরের নাবালিকাকে বিয়ে করলো ৬০ বছরের বুড়ো! প্রেমিকা হারিয়ে বিষ খেল প্রেমিক,725998,7973,243.0,1121.0,Clickbait,88,14,পটুয়াখালীতে ১৪ বছরের নাবালিকাকে বিয়ে করলো ৬০ বছরের বুড়ো প্রেমিকা হারিয়ে বিষ খেল প্রেমিক,88,14,1,0,1,0.0,1
খেলা শুরু! রাজবাড়ীতে এসআইকে পিটিয়ে মেডিকেলে পাঠালো এলাকাবাসী! ও সিলেটে পিটালো দুই ছাত্রলীগ নেতাকে,811541,11459,857.0,887.0,Clickbait,97,14,খেলা শুরু রাজবাড়ীতে এসআইকে পিটিয়ে মেডিকেলে পাঠালো এলাকাবাসী সিলেটে পিটালো দুই ছাত্রলীগ নেতাকে,97,14,2,0,0,0.0,1
"ব্রেকিং! কঠোর লকডাউন শুরু, মাঠে নেমে গেল সেনাবাহিনী! দেখুন লকডাউনে কি কি চলবে, ও কি কি চলবেনা",58741,1215,65.0,71.0,Clickbait,93,17,ব্রেকিং কঠোর লকডাউন শুরু মাঠে নেমে গেল সেনাবাহিনী লকডাউনে চলবে চলবেনা,93,17,2,0,0,0.0,1
চুয়াডাঙ্গায় প্রেমিককে হাসপাতালে দেখতে গিয়ে বিয়ে! কেবিনেই হলো বাসর। প্রেমের নতুন ইতিহাস সৃষ্টি হলো!,86754,1778,31.0,111.0,Clickbait,98,14,চুয়াডাঙ্গায় প্রেমিককে হাসপাতালে দেখতে গিয়ে বিয়ে কেবিনেই বাসর প্রেমের ইতিহাস সৃষ্টি,98,14,2,0,0,0.0,1
"সর্বনাশ! আর নয় পুলিশ, এবার নেমে গেল সেনাবাহিনী! কারফিউ জারি সারা দেশে। কর্মজীবীদের মাথায় হাত",739702,9657,432.0,927.0,Clickbait,92,15,সর্বনাশ নয় পুলিশ এবার নেমে গেল সেনাবাহিনী কারফিউ জারি সারা দেশে কর্মজীবীদের মাথায় হাত,92,15,2,0,0,0.0,1
ক্ষেপেছে জনগন! লকডাউন মানছেনা কেউ! পুলিশকে কেউ কেয়ার করছেন! কেন শাটডাউনের নামে নতুন খেলা?,195390,3373,136.0,261.0,Clickbait,89,14,ক্ষেপেছে জনগন লকডাউন মানছেনা কেউ পুলিশকে কেউ কেয়ার করছেন শাটডাউনের নামে খেলা,89,14,3,1,0,0.0,1
টাঙ্গাইলে প্রেমিকের বৌভাতে বিয়ের দাবিতে প্রেমিকার অনশন। এরপর ঘটল অবাক কান্ড। Ruposhi Bangla News,90309,1227,11.0,60.0,Clickbait,96,14,টাঙ্গাইলে প্রেমিকের বৌভাতে বিয়ের দাবিতে প্রেমিকার অনশন এরপর ঘটল অবাক কান্ড,96,14,0,0,0,0.03125,1
"ভাত দে,নইলে গদি ছেড়ে দে! স্লোগানে রাজপথ অবরোধ করে রেখেছে রিকশাচালকরা! লকডাউন মানছেনা কেউ",1310397,19136,584.0,1460.0,Clickbait,89,14,ভাত দে নইলে গদি ছেড়ে দে স্লোগানে রাজপথ অবরোধ রেখেছে রিকশাচালকরা লকডাউন মানছেনা কেউ,89,14,2,0,0,0.0,1
গরম খবর! পুরো ঢাকা শহর অচল করে দিলো রিকশাচালকরা! রিকশা না ছাড়লে রাস্তাও ছাড়বে না আন্দোলনকারীরা,2753336,35552,1254.0,2541.0,Clickbait,94,16,গরম খবর পুরো ঢাকা শহর অচল দিলো রিকশাচালকরা রিকশা ছাড়লে রাস্তাও ছাড়বে আন্দোলনকারীরা,94,16,2,0,0,0.0,1
সর্বনাশ! স্বামীর আগেই নতুন বউকে ভোগ করলো দেবর! দেশে প্রথম এমন ন্যাক্কারজনক ঘটনায় তোলপাড় সারাদেশে,60987,879,54.0,45.0,Clickbait,96,15,সর্বনাশ স্বামীর আগেই বউকে ভোগ করলো দেবর দেশে এমন ন্যাক্কারজনক ঘটনায় তোলপাড় সারাদেশে,96,15,2,0,0,0.0,1
আদালতে ফেঁসে গেল পরীমনি! ডিএনএ টেস্টের ভয়ে হাউমাউ করে কাঁদল আদালতেই। বাঁচার আর কোন পথই রইল না পরীর,497997,9077,580.0,908.0,Clickbait,98,18,আদালতে ফেঁসে গেল পরীমনি ডিএনএ টেস্টের ভয়ে হাউমাউ কাঁদল আদালতেই বাঁচার কোন পথই রইল পরীর,98,18,1,0,0,0.0,1
খেলা শুরু! সারাদেশের সকল ভিআইপিদের গাড়ি বন্ধ করে দিলো রিকশাচালকরা। ও সরকার পতনের ডাক দিলো নেতারা,399321,6476,222.0,420.0,Clickbait,96,16,খেলা শুরু সারাদেশের সকল ভিআইপিদের গাড়ি বন্ধ দিলো রিকশাচালকরা সরকার পতনের ডাক দিলো নেতারা,96,16,1,0,0,0.0,1
প্রভাবশালী নেতার ছেলের ধ*র্ষণে মা হলো চতুর্থ শ্রেণির ছাত্রী। সন্তানের নাম রাখা হলো অত্যাচার,582168,7708,112.0,667.0,Clickbait,92,14,প্রভাবশালী নেতার ছেলের র্ষণে মা হলো চতুর্থ শ্রেণির ছাত্রী সন্তানের নাম রাখা অত্যাচার,92,14,0,0,0,0.0,1
ক্ষেপেছে রিকশাচালকরা! ভাত দে নইলে রিকশা ছেড়ে দে! স্লোগানে রাজপথ কাঁপাচ্ছে লাখো রিকশাচালক,492565,9821,273.0,759.0,Clickbait,88,13,ক্ষেপেছে রিকশাচালকরা ভাত দে নইলে রিকশা ছেড়ে দে স্লোগানে রাজপথ কাঁপাচ্ছে লাখো রিকশাচালক,88,13,2,0,0,0.0,1
ছি! একই বিছানায় মা ও দুই মেয়ের সাথে কয়েক বছর পরকীয়া! ও অবশেষে হলো ভয়ঙ্কর ভাবে ফেঁসে গেল পরীমনি,235353,2341,63.0,160.0,Clickbait,94,19,ছি একই বিছানায় মা দুই মেয়ের সাথে কয়েক পরকীয়া অবশেষে ভয়ঙ্কর ভাবে ফেঁসে গেল পরীমনি,94,19,2,0,0,0.0,1
ব্রেকিং! ডোপ টেস্টে ফেঁসে গেল পরীমনি! ক্লাবে ও বাসায় নিয়মিত মদ খেত এই নষ্ট নায়িকা। Pori Moni News,178487,2179,103.0,139.0,Clickbait,97,18,ব্রেকিং ডোপ টেস্টে ফেঁসে গেল পরীমনি ক্লাবে বাসায় নিয়মিত মদ খেত নষ্ট নায়িকা,97,18,2,0,0,0.030927835051546393,1
এইমাত্র পাওয়া! আবারো ক্লাবে গিয়ে ভাংচুর করে সরাসরি গ্রেফতার পরীমনি!  কি শাস্তি হচ্ছে পরীর? Pori Moni,28594,337,21.0,25.0,Clickbait,100,16,এইমাত্র পাওয়া আবারো ক্লাবে গিয়ে ভাংচুর সরাসরি গ্রেফতার পরীমনি শাস্তি হচ্ছে পরীর,100,16,2,1,0,0.02,1
রাজবাড়ীতে গভীর রাতে জ্বীন সেজে দুই ছাত্রীর সর্বনাশ করলো ভন্ড সাধুবাবা! দেখুন যেভাবে ওরা জ্বীন সাজে,90592,1403,38.0,81.0,Clickbait,99,16,রাজবাড়ীতে গভীর রাতে জ্বীন সেজে দুই ছাত্রীর সর্বনাশ করলো ভন্ড সাধুবাবা যেভাবে ওরা জ্বীন সাজে,99,16,1,0,0,0.0,1
ছি! ছি! মেয়ের পরকীয়া প্রেমিকের সাথে মায়ের নষ্টামি! দেখেই মাকে মেরে ফেললো মেয়ে। Ruposhi Bangla News,170158,1918,118.0,126.0,Clickbait,98,16,ছি ছি মেয়ের পরকীয়া প্রেমিকের সাথে মায়ের নষ্টামি দেখেই মাকে মেরে ফেললো মেয়ে,98,16,3,0,0,0.030612244897959183,1
বাঁচবে তো পরীমনি? শতজনের সাথে নষ্টামি করে ভয়ংকর ভাইরাসে আক্রান্ত পরী। মৃত্যুর মুখে হাসপাতালের বেডে,46478,560,22.0,33.0,Clickbait,98,15,বাঁচবে পরীমনি শতজনের সাথে নষ্টামি ভয়ংকর ভাইরাসে আক্রান্ত পরী মৃত্যুর মুখে হাসপাতালের বেডে,98,15,0,1,0,0.0,1
শেষ রক্ষা হলোনা ফেঁসে গেল পরীমনি! দেখুন যেসব নেতাদের সাথে রাত কাটিয়ে শত কোটি টাকা ইনকাম করেছে পরী,103108,1304,83.0,106.0,Clickbait,97,18,রক্ষা হলোনা ফেঁসে গেল পরীমনি যেসব নেতাদের সাথে রাত কাটিয়ে শত কোটি টাকা ইনকাম করেছে পরী,97,18,1,0,0,0.0,1
ব্রেকিং! কদমতলীতে স্বামীর সাথে ছোট বোনের কুকর্ম দেখেই খু*ন করলো বড় বোন! ছাড়লোনা মা বাবাকেও,104168,1097,20.0,61.0,Clickbait,90,15,ব্রেকিং কদমতলীতে স্বামীর সাথে ছোট বোনের কুকর্ম দেখেই খু করলো বড় বোন ছাড়লোনা মা বাবাকেও,90,15,2,0,0,0.0,1
এইমাত্র পাওয়া! রিমান্ডে নেওয়া পরীমনিকে! রামধোলাই দিলেন আব্বাসী হুজুর ও ডিপজল। Pori Moni News,218260,3132,187.0,276.0,Clickbait,92,14,এইমাত্র পাওয়া রিমান্ডে নেওয়া পরীমনিকে রামধোলাই দিলেন আব্বাসী হুজুর ডিপজল,92,14,2,0,0,0.03260869565217391,1
বেরিয়ে এলো ভয়াবহ তথ্য! গুমের নামে নাটক করেছিল আদনান! নাকি পুলিশ নাটক করছে? দেখুন আসল ঘটনা কি ছিল,15458,246,18.0,10.0,Clickbait,96,18,বেরিয়ে এলো ভয়াবহ তথ্য গুমের নামে নাটক করেছিল আদনান নাকি পুলিশ নাটক করছে আসল ঘটনা,96,18,2,1,0,0.0,1
ফাঁস হলো আসল ঘটনা! দেখুন কারা আবু ত্ব হাকে গুম করে রেখেছিল‍! ও মুক্তি পেল যেভাবে! Abu Taha Adnan,50434,952,101.0,48.0,Clickbait,96,19,ফাঁস আসল ঘটনা কারা আবু ত্ব হাকে গুম রেখেছিল মুক্তি পেল যেভাবে,96,19,3,0,0,0.03125,1
ব্রেকিং! ৭দিন পর খোঁজ মিললো আবু ত্ব হা আদনানের! কোথায় ও কেমন আছে সে! দেখুন ঘটনা সত্য নাকি গুজব?,38085,1128,45.0,51.0,Clickbait,95,19,ব্রেকিং ৭দিন খোঁজ মিললো আবু ত্ব হা আদনানের কোথায় কেমন ঘটনা সত্য নাকি গুজব,95,19,3,1,1,0.0,1
এইমাত্র পাওয়া! নিজ বাসায় মদ ও নষ্টামির পার্টিতে ধরা পড়ল পরীমণি! কোন ভাবেই রক্ষা হচ্ছেনা পরীর,35595,688,61.0,42.0,Clickbait,92,16,এইমাত্র পাওয়া নিজ বাসায় মদ নষ্টামির পার্টিতে ধরা পড়ল পরীমণি কোন ভাবেই রক্ষা হচ্ছেনা পরীর,92,16,2,0,0,0.0,1
এইমাত্র পাওয়া! ক্লাবে নষ্টামি ও মাতলামির কারনে গ্রেফতার পরীমণি! বিচারের দাবিতে গরম সংসদ। Pori Moni,348955,3186,120.0,258.0,Clickbait,98,15,এইমাত্র পাওয়া ক্লাবে নষ্টামি মাতলামির কারনে গ্রেফতার পরীমণি বিচারের দাবিতে গরম সংসদ,98,15,2,0,0,0.02040816326530612,1
সেই রাতে লাইট নিভিয়ে পরীমনিকে যেভাব ধ*র্ষণ করেছিল নাসির ও অমি। নতুন ফুটেজ ফাঁস! আবারো কাঁদলো পরীমনি,15323,244,15.0,23.0,Clickbait,100,17,রাতে লাইট নিভিয়ে পরীমনিকে যেভাব র্ষণ করেছিল নাসির অমি ফুটেজ ফাঁস আবারো কাঁদলো পরীমনি,100,17,1,0,0,0.0,1
এইমাত্র ভাইরাল নাইট ক্লাবে পরীমনির নষ্টামির নতুন ভিডিও! দেখুন যেসব নেতাদের আকাম করেছে। Pori Moni,150414,1777,86.0,109.0,Clickbait,96,15,এইমাত্র ভাইরাল নাইট ক্লাবে পরীমনির নষ্টামির ভিডিও যেসব নেতাদের আকাম করেছে,96,15,1,0,0,0.020833333333333332,1
নাসির আর অমির ধ*র্ষণে ক্লাবেই অচেতন হয়ে পড়েছিলেন পরীমনি। তদন্তে বেরিয়ে ভয়াবহ তথ্য। Pori Moni News,214985,1417,59.0,109.0,Clickbait,97,16,নাসির অমির র্ষণে ক্লাবেই অচেতন হয়ে পড়েছিলেন পরীমনি তদন্তে বেরিয়ে ভয়াবহ তথ্য,97,16,0,0,0,0.030927835051546393,1
পরীমণিকে কোলে নিয়ে যা করলো তারা! দেখুন সেদিন রাতের সিসিটিভি ফুটেজে যা যা ধরা পড়ে। Pori Moni News,540828,3931,89.0,407.0,Clickbait,96,18,পরীমণিকে কোলে নিয়ে যা করলো সেদিন রাতের সিসিটিভি ফুটেজে যা যা ধরা পড়ে,96,18,1,0,0,0.03125,1
এইমাত্র পাওয়া! পরীমণির ঘটনায় ফেঁসে গেল যেসব প্রভাবশালী নেতারা! আদালতে যা বললো আইনজীবীরা। Pori Moni,119266,1443,77.0,113.0,Clickbait,98,15,এইমাত্র পাওয়া পরীমণির ঘটনায় ফেঁসে গেল যেসব প্রভাবশালী নেতারা আদালতে যা বললো আইনজীবীরা,98,15,2,0,0,0.02040816326530612,1
ধরা খেল পরীমনি! মদ খেতে ক্লাবে গিয়েছিল সেদিন রাতে। ও আবু ত্বহার জন্য সংসদ কাঁপিয়েছেন রুমিন ফারহানা,16891,300,38.0,32.0,Clickbait,98,17,ধরা খেল পরীমনি মদ খেতে ক্লাবে গিয়েছিল সেদিন রাতে আবু ত্বহার সংসদ কাঁপিয়েছেন রুমিন ফারহানা,98,17,1,0,0,0.0,1
ব্রেকিং নিউজ! ফেঁসে যাচ্ছে পরীমনি! আদালতে সব ফাঁস করলো নাসির ও অমি। হয়েছে সাত দিনের রিমান্ড,48436,854,60.0,65.0,Clickbait,91,16,ব্রেকিং নিউজ ফেঁসে যাচ্ছে পরীমনি আদালতে ফাঁস করলো নাসির অমি হয়েছে সাত দিনের রিমান্ড,91,16,2,0,0,0.0,1
গরম খবর ফাঁস করল মিশা! পরীমণি নিয়মিতই টাকার বিনিময়ে নাইট ক্লাবে যেত। Pori Moni। Misha Sawdagor,266465,2963,202.0,203.0,Clickbait,94,16,গরম খবর ফাঁস করল মিশা পরীমণি নিয়মিতই টাকার বিনিময়ে নাইট ক্লাবে যেত,94,16,1,0,0,0.0425531914893617,1
বেরিয়ে এলো ভয়ঙ্কর তথ্য! যা খেয়ে পরীকে নষ্ট করে মেরে ফেলতে চেয়েছিল নাসির। সাথে অমিও যা যা করেছিল,299155,3195,130.0,216.0,Clickbait,95,18,বেরিয়ে এলো ভয়ঙ্কর তথ্য যা খেয়ে পরীকে নষ্ট মেরে ফেলতে চেয়েছিল নাসির সাথে অমিও যা যা করেছিল,95,18,1,0,0,0.0,1
সিসি ক্যামেরায় ধরা খেল পরীমনির আসল নাটক! দেখুন যে লোভে নাসিরের কাছে গিয়েছিল পরী।Pori Moni News,311985,3625,168.0,272.0,Clickbait,94,16,সিসি ক্যামেরায় ধরা খেল পরীমনির আসল নাটক লোভে নাসিরের কাছে গিয়েছিল পরী,94,16,1,0,0,0.031914893617021274,1
অবশেষে সব ফাঁস! পরীমণিকে টয়লেটে নিয়ে সর্বনাশ করেছিল নাসির।ও বেরিয়ে এলো নাসিরের ভয়াবহ তথ্য।Pori Moni,92865,1489,101.0,102.0,Clickbait,99,15,অবশেষে ফাঁস পরীমণিকে টয়লেটে নিয়ে সর্বনাশ করেছিল নাসির বেরিয়ে এলো নাসিরের ভয়াবহ তথ্য,99,15,1,0,0,0.020202020202020204,1
এইমাত্র ফাঁস হলো পরীমণির গোপন ভিডিও! পরীমণিকে নিয়ে সংসদ কাঁপিয়ে যা বললেন এমপি হারুন। Pori Moni News,39630,597,34.0,38.0,Clickbait,99,17,এইমাত্র ফাঁস পরীমণির গোপন ভিডিও পরীমণিকে নিয়ে সংসদ কাঁপিয়ে যা বললেন এমপি হারুন,99,17,1,0,0,0.030303030303030304,1
ভিডিও সব ফাঁস! দেখুন যেভাবে পরীমনিকে তুলে নিয়ে সারারাত সর্বনাশ করেছে! কেঁদে কেঁদে সব বললো পরীমনি,206496,2987,247.0,275.0,Clickbait,96,16,ভিডিও ফাঁস যেভাবে পরীমনিকে তুলে নিয়ে সারারাত সর্বনাশ করেছে কেঁদে কেঁদে বললো পরীমনি,96,16,2,0,0,0.0,1
ব্রেকিং! নায়িকা পরীমনিকে জোর করে তুলে নিয়ে ধ*র্ষণ! দেখুন কোন শিল্পপতি এই সর্বনাশ করলো। Pori Moni,56032,1090,94.0,56.0,Clickbait,97,16,ব্রেকিং নায়িকা পরীমনিকে জোর তুলে নিয়ে র্ষণ কোন শিল্পপতি সর্বনাশ করলো,97,16,2,0,0,0.020618556701030927,1
সব ফাঁস! দেখুন যে কারনে প্রকাশ্যে স্ত্রী সন্তানকে গু*লি করে মার*লো এসআই! তোলপাড় বিশ্বমিডিয়া,41315,893,48.0,43.0,Clickbait,91,14,ফাঁস কারনে প্রকাশ্যে স্ত্রী সন্তানকে গু লি মার লো এসআই তোলপাড় বিশ্বমিডিয়া,91,14,2,0,0,0.0,1
সিলেটে প্রকাশ্যে পুলিশকে পিটিয়ে হাসপাতালে পাঠালো এক যুবক। দেখুন কে এই সাহসী যুবক?Ruposhi Bangla News,24855,564,28.0,27.0,Clickbait,100,15,সিলেটে প্রকাশ্যে পুলিশকে পিটিয়ে হাসপাতালে পাঠালো এক যুবক কে সাহসী যুবক,100,15,0,1,0,0.03,1
সর্বনাশ! প্রবল শক্তি নিয়ে ধেয়ে আসছে নতুন এক ভয়ঙ্কর ঝড়। আতঙ্কে ঘরবাড়ি ছাড়া লক্ষ লক্ষ মানুষ,4585,171,9.0,15.0,Clickbait,89,16,সর্বনাশ প্রবল শক্তি নিয়ে ধেয়ে আসছে এক ভয়ঙ্কর ঝড় আতঙ্কে ঘরবাড়ি ছাড়া লক্ষ লক্ষ মানুষ,89,16,1,0,0,0.0,1
"আল্লাহু আকবার! ৪৬ বছর আগে লাশ দাফন, এখনো অক্ষত! কবরের পাশে হাজারো মানুষের ভিড়",65420,931,14.0,58.0,Clickbait,77,14,আল্লাহু আকবার ৪৬ লাশ দাফন এখনো অক্ষত কবরের পাশে হাজারো মানুষের ভিড়,77,14,2,0,1,0.0,1
দেখুন ৬৫ বছর বয়সে কত সুন্দরী তরুণীকে বিয়ে করছেন রেলমন্ত্রী সুজন।ও দেখুন কেমন আছেন আগের মন্ত্রী মুজিব,22143,319,26.0,20.0,Clickbait,100,17,৬৫ বয়সে কত সুন্দরী তরুণীকে বিয়ে করছেন রেলমন্ত্রী সুজন কেমন আগের মন্ত্রী মুজিব,100,17,0,0,1,0.0,1
"বিশাল সুখবর! প্রস্তুত ফাঁসির মঞ্চ, ওসি প্রদীপের মৃত্যুদন্ডের রায় হবে যেকোনো সময়! নেওয়া হলো কারাগারে",184238,2161,221.0,117.0,Clickbait,99,15,বিশাল সুখবর প্রস্তুত ফাঁসির মঞ্চ ওসি প্রদীপের মৃত্যুদন্ডের রায় যেকোনো সময় নেওয়া কারাগারে,99,15,2,0,0,0.0,1
"এবারের কোরবানির ঈদে আসছে ইতির বিশাল গরু যোদ্ধা। হার মানাবে অতীতের সকল গরুরকে, দেখুন ওজন ও দাম কত",13927,360,21.0,26.0,Clickbait,96,18,এবারের কোরবানির ঈদে আসছে ইতির বিশাল গরু যোদ্ধা হার মানাবে অতীতের সকল গরুরকে ওজন দাম কত,96,18,0,0,0,0.0,1
এইমাত্র পাওয়া! ভয়ঙ্কর ভূমিকম্পের কবলে দেশের ৬টি জেলা! বাঁচতে চাইলে সতর্ক হোন। Sylhet Earthquake News,16638,305,9.0,20.0,Clickbait,100,15,এইমাত্র পাওয়া ভয়ঙ্কর ভূমিকম্পের কবলে দেশের ৬টি জেলা বাঁচতে চাইলে সতর্ক হোন,100,15,2,0,1,0.03,1
